line,nct_id,serotype,assay,value,old_lower,old_upper,new_lower,new_upper,source_class_title,source_group_title,match_type
2783,NCT03620162,33F,GMC,0.0500000000,0,0,0.05,0.06,Serotype 33F,Group 1: Prevnar 13™-Prevnar 13™-Prevnar 13™-Prevnar 13™,ambiguous_group_consistent_bounds
2792,NCT03620162,33F,GMC,0.2800000000,0,0,0.21,0.36,Serotype 33F,Group 3: Prevnar 13™-Prevnar 13™-V114-V114,unique
2794,NCT03620162,18C,GMC,2.6499999999,0,0,2.34,3.01,Serotype 18C,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2796,NCT03620162,4,GMC,1.3500000000,0,0,1.17,1.57,Serotype 4,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2797,NCT03620162,23F,GMC,2.1099999999,0,0,1.81,2.46,Serotype 23F,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2798,NCT03620162,6B,GMC,5.8300000000,0,0,5.09,6.68,Serotype 6B,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2799,NCT03620162,19A,GMC,4.6600000000,0,0,4.15,5.24,Serotype 19A,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2801,NCT03620162,19F,GMC,4.0999999999,0,0,3.66,4.59,Serotype 19F,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2802,NCT03620162,9V,GMC,2.8900000000,0,0,2.56,3.26,Serotype 9V,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2803,NCT03620162,3,GMC,0.8900000000,0,0,0.79,0.99,Serotype 3,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2805,NCT03620162,6A,GMC,4.4299999999,0,0,3.86,5.09,Serotype 6A,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2811,NCT03620162,1,GMC,1.4599999999,0,0,1.30,1.63,Serotype 1,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2819,NCT03620162,7F,GMC,3.4300000000,0,0,3.02,3.91,Serotype 7F,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2829,NCT03620162,4,GMC,1.3500000000,0,0,1.17,1.57,Serotype 4,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2850,NCT03620162,1,GMC,1.4599999999,0,0,1.30,1.63,Serotype 1,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2851,NCT03620162,18C,GMC,2.6499999999,0,0,2.34,3.01,Serotype 18C,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
2857,NCT03620162,19A,GMC,4.6600000000,0,0,4.15,5.24,Serotype 19A,Group 5: V114-V114-V114-V114,ambiguous_group_consistent_bounds
3129,NCT03512288,10A,GMC,1.6699999999,0,0,1.35,2.08,Serotype 10A,20vPnC,unique
3145,NCT03512288,33F,GMC,0.0500000000,0,0,0.04,0.05,Serotype 33F,13vPnC,ambiguous_group_consistent_bounds
3148,NCT03512288,22F,GMC,4.6200000000,0,0,3.99,5.35,Serotype 22F,20vPnC,unique
3150,NCT03512288,15B,GMC,5.8600000000,0,0,5.11,6.72,Serotype 15B,20vPnC,unique
3151,NCT03512288,22F,GMC,0.0100000000,0,0,0.01,0.01,Serotype 22F,13vPnC,ambiguous_group_consistent_bounds
3155,NCT03512288,15B,GMC,0.0400000000,0,0,0.04,0.05,Serotype 15B,13vPnC,ambiguous_group_consistent_bounds
3156,NCT03512288,33F,GMC,2.2099999999,0,0,1.87,2.61,Serotype 33F,20vPnC,unique
3159,NCT03512288,11A,GMC,1.9399999999,0,0,1.70,2.21,Serotype 11A,20vPnC,unique
3162,NCT03512288,12F,GMC,0.8599999999,0,0,0.72,1.01,Serotype 12F,20vPnC,unique
3172,NCT03512288,12F,GMC,1.9199999999,0,0,1.68,2.20,Serotype 12F,20vPnC,unique
3173,NCT03512288,33F,GMC,4.7000000000,0,0,4.20,5.27,Serotype 33F,20vPnC,unique
3174,NCT03512288,11A,GMC,5.7000000000,0,0,4.96,6.54,Serotype 11A,20vPnC,unique
3177,NCT03512288,15B,GMC,0.0400000000,0,0,0.04,0.05,Serotype 15B,13vPnC,ambiguous_group_consistent_bounds
3183,NCT03512288,15B,GMC,18.449999999,0,0,16.43,20.72,Serotype 15B,20vPnC,unique
3189,NCT03512288,33F,GMC,0.0500000000,0,0,0.04,0.05,Serotype 33F,13vPnC,ambiguous_group_consistent_bounds
3190,NCT03512288,10A,GMC,9.9299999999,0,0,8.58,11.50,Serotype 10A,20vPnC,unique
3192,NCT03512288,22F,GMC,0.0100000000,0,0,0.01,0.01,Serotype 22F,13vPnC,ambiguous_group_consistent_bounds
3195,NCT03512288,22F,GMC,14.679999999,0,0,12.62,17.08,Serotype 22F,20vPnC,unique
3433,NCT04665050,9N,GMC,14.169999999,0,0,NA,NA,Serotype 9N,V116,unique
3435,NCT04665050,22F,GMC,3.9399999999,0,0,NA,NA,Serotype 22F,V116,unique
3437,NCT04665050,20A,GMC,23.530000000,0,0,NA,NA,Serotype 20A,V116,unique
3438,NCT04665050,10A,GMC,11.130000000,0,0,NA,NA,Serotype 10A,V116,unique
3440,NCT04665050,7F,GMC,10.289999999,0,0,NA,NA,Serotype 7F,V116,unique
3441,NCT04665050,8,GMC,19.379999999,0,0,NA,NA,Serotype 8,V116,unique
3443,NCT04665050,17F,GMC,19.460000000,0,0,NA,NA,Serotype 17F,V116,unique
3444,NCT04665050,11A,GMC,9.0700000000,0,0,NA,NA,Serotype 11A,V116,unique
3445,NCT04665050,19A,GMC,10.75,0,0,NA,NA,Serotype 19A,V116,unique
3446,NCT04665050,12F,GMC,2.8700000000,0,0,NA,NA,Serotype 12F,V116,unique
3447,NCT04665050,33F,GMC,22,0,0,NA,NA,Serotype 33F,V116,unique
3448,NCT04665050,3,GMC,1.1299999999,0,0,NA,NA,Serotype 3,V116,unique
3453,NCT04665050,8,OPA,721.85000000,0,0,NA,NA,Serotype 8,PNEUMOVAX™23,unique
3454,NCT04665050,7F,OPA,4406.1099999,0,0,NA,NA,Serotype 7F,PNEUMOVAX™23,unique
3455,NCT04665050,22F,OPA,5768.7899999,0,0,NA,NA,Serotype 22F,V116,unique
3456,NCT04665050,33F,OPA,33187.25,0,0,NA,NA,Serotype 33F,V116,unique
3457,NCT04665050,12F,OPA,1356.2000000,0,0,NA,NA,Serotype 12F,V116,unique
3458,NCT04665050,11A,OPA,603,0,0,NA,NA,Serotype 11A,PNEUMOVAX™23,unique
3459,NCT04665050,19A,OPA,738.51999999,0,0,NA,NA,Serotype 19A,PNEUMOVAX™23,unique
3460,NCT04665050,22F,OPA,3000.5,0,0,NA,NA,Serotype 22F,PNEUMOVAX™23,unique
3461,NCT04665050,8,OPA,1287.6600000,0,0,NA,NA,Serotype 8,V116,unique
3462,NCT04665050,9N,OPA,3466.7199999,0,0,NA,NA,Serotype 9N,PNEUMOVAX™23,unique
3463,NCT04665050,10A,OPA,3608.3400000,0,0,NA,NA,Serotype 10A,V116,unique
3464,NCT04665050,3,OPA,100.76000000,0,0,NA,NA,Serotype 3,PNEUMOVAX™23,unique
3465,NCT04665050,9N,OPA,6555.8199999,0,0,NA,NA,Serotype 9N,V116,unique
3466,NCT04665050,3,OPA,161.08000000,0,0,NA,NA,Serotype 3,V116,unique
3467,NCT04665050,10A,OPA,1330.75,0,0,NA,NA,Serotype 10A,PNEUMOVAX™23,unique
3468,NCT04665050,17F,OPA,3293.3099999,0,0,NA,NA,Serotype 17F,PNEUMOVAX™23,unique
3469,NCT04665050,11A,OPA,1467.6600000,0,0,NA,NA,Serotype 11A,V116,unique
3470,NCT04665050,7F,OPA,5327.6700000,0,0,NA,NA,Serotype 7F,V116,unique
3471,NCT04665050,12F,OPA,563.99000000,0,0,NA,NA,Serotype 12F,PNEUMOVAX™23,unique
3472,NCT04665050,20A,OPA,3542.9000000,0,0,NA,NA,Serotype 20A,V116,unique
3473,NCT04665050,33F,OPA,28831.770000,0,0,NA,NA,Serotype 33F,PNEUMOVAX™23,unique
3474,NCT04665050,19A,OPA,1479.8199999,0,0,NA,NA,Serotype 19A,V116,unique
3475,NCT04665050,17F,OPA,8470.2099999,0,0,NA,NA,Serotype 17F,V116,unique
3476,NCT04665050,20A,OPA,1553.9900000,0,0,NA,NA,Serotype 20A,PNEUMOVAX™23,unique
3477,NCT04665050,23B,OPA,2065.3899999,0,0,NA,NA,Serotype 23B,V116,unique
3478,NCT04665050,31,OPA,1699.5399999,0,0,NA,NA,Serotype 31,V116,unique
3479,NCT04665050,16F,OPA,2459.2600000,0,0,NA,NA,Serotype 16F,V116,unique
3480,NCT04665050,15C,OPA,3641.8400000,0,0,NA,NA,Serotype 15C,V116,unique
3481,NCT04665050,16F,OPA,244.49000000,0,0,NA,NA,Serotype 16F,PNEUMOVAX™23,unique
3482,NCT04665050,15A,OPA,807.15999999,0,0,NA,NA,Serotype 15A,PNEUMOVAX™23,unique
3483,NCT04665050,23A,OPA,62.259999999,0,0,NA,NA,Serotype 23A,PNEUMOVAX™23,unique
3484,NCT04665050,31,OPA,66.239999999,0,0,NA,NA,Serotype 31,PNEUMOVAX™23,unique
3485,NCT04665050,23A,OPA,2620.1900000,0,0,NA,NA,Serotype 23A,V116,unique
3486,NCT04665050,6A,OPA,1663.2000000,0,0,NA,NA,Serotype 6A,V116,unique
3487,NCT04665050,23B,OPA,167.03000000,0,0,NA,NA,Serotype 23B,PNEUMOVAX™23,unique
3488,NCT04665050,35B,OPA,349.06999999,0,0,NA,NA,Serotype 35B,PNEUMOVAX™23,unique
3489,NCT04665050,15A,OPA,5030.6599999,0,0,NA,NA,Serotype 15A,V116,unique
3490,NCT04665050,35B,OPA,4992.5799999,0,0,NA,NA,Serotype 35B,V116,unique
3491,NCT04665050,24F,OPA,2742.9299999,0,0,NA,NA,Serotype 24F,V116,unique
3492,NCT04665050,6A,OPA,464.64999999,0,0,NA,NA,Serotype 6A,PNEUMOVAX™23,unique
3493,NCT04665050,24F,OPA,110.53000000,0,0,NA,NA,Serotype 24F,PNEUMOVAX™23,unique
3494,NCT04665050,15C,OPA,1565.5599999,0,0,NA,NA,Serotype 15C,PNEUMOVAX™23,unique
3499,NCT04384107,33F,OPA,1183.5199999,0,0,844.22,1659.18,Serotype 33F (Unique to V114),PCV13,unique
3533,NCT04384107,33F,GMC,0.1400000000,0,0,0.12,0.15,Serotype 33F (Unique to V114),PCV13,unique
3592,NCT04384107,33F,OPA,23888.790000,0,0,17632.59,32364.75,Serotype 33F (Unique to V114),V114,unique
3612,NCT04384107,33F,OPA,121.79000000,0,0,89.73,165.32,Serotype 33F (Unique to V114),PCV13,unique
3726,NCT00345358,5,OPA,143.80000000,0,0,93.6,221,"Opsono-5, POST",Synflorix <6M Group,unique
3727,NCT00345358,1,OPA,234.09999999,0,0,127.4,430.2,"Opsono-1, POST",Synflorix 7-11M Group,unique
3728,NCT00345358,6B,OPA,262,0,0,130.3,526.5,"Opsono-6B, POST",Synflorix <6M Group,unique
3729,NCT00345358,19F,OPA,513.10000000,0,0,265.8,990.2,"Opsono-19F, POST",Synflorix 7-11M Group,unique
3730,NCT00345358,5,OPA,16,0,0,11.1,23.1,"Opsono-5, PRE",Synflorix <6M Group,unique
3731,NCT00345358,19F,OPA,418.39999999,0,0,237.8,736.4,"Opsono-19F, POST",Synflorix <6M Group,unique
3732,NCT00345358,9V,OPA,1427,0,0,972.7,2093.4,"Opsono-9V, PRE",Synflorix 7-11M Group,unique
3733,NCT00345358,19F,OPA,18.699999999,0,0,12,29.3,"Opsono-19F, PRE",Synflorix <6M Group,unique
3734,NCT00345358,18C,OPA,1332.9000000,0,0,926.3,1918,"Opsono-18C, POST",Synflorix 7-11M Group,unique
3735,NCT00345358,7F,OPA,1380.5999999,0,0,730.3,2609.9,"Opsono-7F, PRE",Synflorix 7-11M Group,unique
3736,NCT00345358,5,OPA,25.800000000,0,0,16.3,41,"Opsono-5, PRE",Synflorix 7-11M Group,unique
3737,NCT00345358,6B,OPA,122.70000000,0,0,50.3,299.5,"Opsono-6B, PRE",Synflorix 7-11M Group,unique
3738,NCT00345358,7F,OPA,819.60000000,0,0,451.8,1423.8,"Opsono-7F, PRE",Synflorix <6M Group,unique
3739,NCT00345358,4,OPA,1486.2999999,0,0,1138,1941,"Opsono-4, POST",Synflorix <6M Group,unique
3740,NCT00345358,4,OPA,978.29999999,0,0,720.6,1328.1,"Opsono-4, POST",Synflorix 7-11M Group,unique
3741,NCT00345358,4,OPA,94,0,0,47.7,185.2,"Opsono-4, PRE",Synflorix 7-11M Group,unique
3742,NCT00345358,1,OPA,188,0,0,103.6,342.5,"Opsono-1, POST",Synflorix <6M Group,unique
3743,NCT00345358,23F,OPA,1770,0,0,1148.4,2728,"Opsono-23F, POST",Synflorix 7-11M Group,unique
3744,NCT00345358,1,OPA,6,0,0,4.5,8.1,"Opsono-1, PRE",Synflorix <6M Group,unique
3745,NCT00345358,1,OPA,9.9000000000,0,0,5.8,16.9,"Opsono-1, PRE",Synflorix 7-11M Group,unique
3746,NCT00345358,18C,OPA,650.29999999,0,0,437.4,966.8,"Opsono-18C, POST",Synflorix <6M Group,unique
3747,NCT00345358,14,OPA,1859.4000000,0,0,1452.1,2380.9,"Opsono-14, POST",Synflorix 7-11M Group,unique
3748,NCT00345358,23F,OPA,675.79999999,0,0,293.2,1557.4,"Opsono-23F, PRE",Synflorix 7-11M Group,unique
3749,NCT00345358,9V,OPA,2198,0,0,1718.6,2811.1,"Opsono-9V, POST",Synflorix <6M Group,unique
3750,NCT00345358,14,OPA,158.59999999,0,0,82.6,304.6,"Opsono-14, PRE",Synflorix <6M Group,unique
3751,NCT00345358,6B,OPA,620.29999999,0,0,356.5,1079.4,"Opsono-6B, POST",Synflorix 7-11M Group,unique
3752,NCT00345358,7F,OPA,4199.1000000,0,0,3364.6,5240.6,"Opsono-7F, POST",Synflorix <6M Group,unique
3753,NCT00345358,14,OPA,2224.6999999,0,0,1674.1,2956.5,"Opsono-14, POST",Synflorix <6M Group,unique
3754,NCT00345358,9V,OPA,328.19999999,0,0,245.4,438.8,"Opsono-9V, PRE",Synflorix <6M Group,unique
3755,NCT00345358,9V,OPA,2241.1999999,0,0,1758.7,2856,"Opsono-9V, POST",Synflorix 7-11M Group,unique
3756,NCT00345358,4,OPA,22.199999999,0,0,12.4,39.9,"Opsono-4, PRE",Synflorix <6M Group,unique
3757,NCT00345358,6B,OPA,59.299999999,0,0,29.3,120.1,"Opsono-6B, PRE",Synflorix <6M Group,unique
3758,NCT00345358,19F,OPA,43.299999999,0,0,23.3,80.4,"Opsono-19F, PRE",Synflorix 7-11M Group,unique
3759,NCT00345358,23F,OPA,3594.5,0,0,2676.8,4826.8,"Opsono-23F, POST",Synflorix <6M Group,unique
3760,NCT00345358,18C,OPA,395.89999999,0,0,219.9,712.8,"Opsono-18C, PRE",Synflorix 7-11M Group,unique
3761,NCT00345358,23F,OPA,700.60000000,0,0,376.5,1303.9,"Opsono-23F, PRE",Synflorix <6M Group,unique
3762,NCT00345358,14,OPA,883.79999999,0,0,597.9,1306.2,"Opsono-14, PRE",Synflorix 7-11M Group,unique
3763,NCT00345358,5,OPA,243,0,0,151.6,389.7,"Opsono-5, POST",Synflorix 7-11M Group,unique
3764,NCT00345358,18C,OPA,6.5,0,0,4.2,10,"Opsono-18C, PRE",Synflorix <6M Group,unique
3765,NCT00345358,7F,OPA,3726.8000000,0,0,2759.4,5033.3,"Opsono-7F, POST",Synflorix 7-11M Group,unique
3766,NCT00345358,9V,GMC,0.8499999999,0,0,0.73,0.98,"Anti-9V, PRE",Synflorix <6M Group,unique
3767,NCT00345358,1,GMC,0.2899999999,0,0,0.25,0.34,"Anti-1, PRE",Synflorix <6M Group,unique
3768,NCT00345358,14,GMC,1.0300000000,0,0,0.85,1.25,"Anti-14, PRE",Synflorix <6M Group,unique
3769,NCT00345358,5,GMC,2.8799999999,0,0,2.48,3.34,"Anti-5, POST",Synflorix 7-11M Group,unique
3770,NCT00345358,1,GMC,1.8400000000,0,0,1.59,2.12,"Anti-1, POST",Synflorix <6M Group,unique
3771,NCT00345358,6B,GMC,1.3899999999,0,0,1.14,1.69,"Anti-6B, POST",Synflorix 7-11M Group,unique
3772,NCT00345358,19F,GMC,3.3799999999,0,0,2.81,4.06,"Anti-19F, POST",Synflorix <6M Group,unique
3773,NCT00345358,14,GMC,5.4100000000,0,0,4.71,6.22,"Anti-14, POST",Synflorix 7-11M Group,unique
3774,NCT00345358,7F,GMC,3.3100000000,0,0,2.92,3.74,"Anti-7F, POST",Synflorix <6M Group,unique
3776,NCT00345358,6B,GMC,0.4099999999,0,0,0.34,0.5,"Anti-6B, PRE",Synflorix <6M Group,unique
3777,NCT00345358,5,GMC,2.2099999999,0,0,1.94,2.53,"Anti-5, POST",Synflorix <6M Group,unique
3778,NCT00345358,4,GMC,3.7900000000,0,0,3.27,4.4,"Anti-4, POST",Synflorix 7-11M Group,unique
3779,NCT00345358,19F,GMC,1.9899999999,0,0,1.65,2.4,"Anti-19F, PRE",Synflorix 7-11M Group,unique
3780,NCT00345358,7F,GMC,0.8199999999,0,0,0.72,0.94,"Anti-7F, PRE",Synflorix <6M Group,unique
3781,NCT00345358,4,GMC,1.3500000000,0,0,1.17,1.57,"Anti-4, PRE",Synflorix 7-11M Group,unique
3782,NCT00345358,18C,GMC,9.4000000000,0,0,8.04,10.98,"Anti-18C, POST",Synflorix 7-11M Group,unique
3783,NCT00345358,4,GMC,0.5600000000,0,0,0.48,0.66,"Anti-4, PRE",Synflorix <6M Group,unique
3784,NCT00345358,6B,GMC,0.4799999999,0,0,0.4,0.58,"Anti-6B, PRE",Synflorix 7-11M Group,unique
3785,NCT00345358,1,GMC,1.7700000000,0,0,1.55,2.02,"Anti-1, POST",Synflorix 7-11M Group,unique
3786,NCT00345358,19F,GMC,0.5500000000,0,0,0.44,0.7,"Anti-19F, PRE",Synflorix <6M Group,unique
3787,NCT00345358,1,GMC,0.4899999999,0,0,0.43,0.57,"Anti-1, PRE",Synflorix 7-11M Group,unique
3788,NCT00345358,23F,GMC,2.7599999999,0,0,2.37,3.21,"Anti-23F, POST",Synflorix <6M Group,unique
3789,NCT00345358,9V,GMC,3.4100000000,0,0,2.96,3.92,"Anti-9V, POST",Synflorix <6M Group,unique
3790,NCT00345358,4,GMC,2.9799999999,0,0,2.6,3.42,"Anti-4, POST",Synflorix <6M Group,unique
3791,NCT00345358,18C,GMC,5.2800000000,0,0,4.55,6.12,"Anti-18C, POST",Synflorix <6M Group,unique
3792,NCT00345358,5,GMC,0.8000000000,0,0,0.7,0.93,"Anti-5, PRE",Synflorix 7-11M Group,unique
3793,NCT00345358,23F,GMC,0.4799999999,0,0,0.39,0.58,"Anti-23F, PRE",Synflorix <6M Group,unique
3794,NCT00345358,5,GMC,0.5100000000,0,0,0.44,0.59,"Anti-5, PRE",Synflorix <6M Group,unique
3795,NCT00345358,7F,GMC,3.7299999999,0,0,3.24,4.28,"Anti-7F, POST",Synflorix 7-11M Group,unique
3796,NCT00345358,18C,GMC,2.5800000000,0,0,2.2,3.04,"Anti-18C, PRE",Synflorix 7-11M Group,unique
3797,NCT00345358,9V,GMC,2.1299999999,0,0,1.82,2.5,"Anti-9V, POST",Synflorix 7-11M Group,unique
3798,NCT00345358,7F,GMC,1.5800000000,0,0,1.39,1.8,"Anti-7F, PRE",Synflorix 7-11M Group,unique
3799,NCT00345358,6B,GMC,1.6200000000,0,0,1.35,1.94,"Anti-6B, POST",Synflorix <6M Group,unique
3800,NCT00345358,23F,GMC,1.6499999999,0,0,1.33,2.03,"Anti-23F, POST",Synflorix 7-11M Group,unique
3801,NCT00345358,18C,GMC,0.6199999999,0,0,0.53,0.74,"Anti-18C, PRE",Synflorix <6M Group,unique
3802,NCT00345358,14,GMC,3.9599999999,0,0,3.39,4.62,"Anti-14, POST",Synflorix <6M Group,unique
3803,NCT00345358,23F,GMC,0.5699999999,0,0,0.46,0.7,"Anti-23F, PRE",Synflorix 7-11M Group,unique
3804,NCT00345358,9V,GMC,0.7900000000,0,0,0.67,0.93,"Anti-9V, PRE",Synflorix 7-11M Group,unique
3805,NCT00345358,19F,GMC,5.7099999999,0,0,4.68,6.97,"Anti-19F, POST",Synflorix 7-11M Group,unique
3886,NCT00345358,6A,GMC,0.1499999999,0,0,0.12,0.19,"Anti-6A, PRE",Synflorix <6M Group,unique
3887,NCT00345358,19A,GMC,0.9899999999,0,0,0.78,1.25,"Anti-19A, POST",Synflorix 7-11M Group,unique
3888,NCT00345358,19A,GMC,0.1000000000,0,0,0.09,0.13,"Anti-19A, PRE",Synflorix <6M Group,unique
3889,NCT00345358,19A,GMC,0.4899999999,0,0,0.39,0.61,"Anti-19A, POST",Synflorix <6M Group,unique
3890,NCT00345358,19A,GMC,0.2600000000,0,0,0.21,0.32,"Anti-19A, PRE",Synflorix 7-11M Group,unique
3891,NCT00345358,6A,GMC,0.1799999999,0,0,0.14,0.23,"Anti-6A, PRE",Synflorix 7-11M Group,unique
3894,NCT00345358,19A,OPA,36.799999999,0,0,16.2,83.8,"Opsono-19A, POST",Synflorix 7-11M Group,unique
3895,NCT00345358,6A,OPA,140.09999999,0,0,69.2,283.3,"Opsono-6A, PRE",Synflorix 7-11M Group,unique
3897,NCT00345358,19A,OPA,7,0,0,3.9,12.6,"Opsono-19A, PRE",Synflorix 7-11M Group,unique
3898,NCT00345358,6A,OPA,31.899999999,0,0,15.9,63.9,"Opsono-6A, PRE",Synflorix <6M Group,unique
3899,NCT00345358,19A,OPA,5.7000000000,0,0,4.2,7.7,"Opsono-19A, PRE",Synflorix <6M Group,unique
3900,NCT00345358,19A,OPA,16.100000000,0,0,8.6,30.1,"Opsono-19A, POST",Synflorix <6M Group,unique
3902,NCT04016714,33F,GMC,3.2799999999,0,0,3.06,3.51,Serotype 33F,V114,unique
3918,NCT04016714,33F,GMC,0.0700000000,0,0,0.06,0.07,Serotype 33F,Prevenar 13™,unique
3947,NCT04016714,33F,GMC,0.2999999999,0,0,0.27,0.34,Serotype 33F,V114,unique
3961,NCT04016714,33F,GMC,0.0400000000,0,0,0.04,0.04,Serotype 33F,Prevenar 13™,unique
3962,NCT00307034,14,OPA,692.60000000,0,0,559.1,858,"Opsono-14, Month 3 (N= 132, 131)",Synflorix I Group,unique
3963,NCT00307034,19F,OPA,31.600000000,0,0,24.5,40.8,"Opsono-19F, Month 9 (N= 130, 134)",Synflorix II Group,unique
3964,NCT00307034,19F,OPA,16.5,0,0,12.9,21.1,"Opsono-19F, Month 9 (N= 130, 134)",Synflorix I Group,unique
3965,NCT00307034,19F,OPA,734.70000000,0,0,568.3,949.8,"Opsono-19F, Month 10 (N=131, 129)",Synflorix II Group,unique
3966,NCT00307034,14,OPA,157.30000000,0,0,108.5,228.1,"Opsono-14, Month 9 (N= 102, 123)",Synflorix II Group,unique
3967,NCT00307034,9V,OPA,1343.4000000,0,0,1130.8,1596,"Opsono-9V, Month 3 (N= 134, 132)",Synflorix II Group,unique
3968,NCT00307034,18C,OPA,490.80000000,0,0,395.3,609.4,"Opsono-18C, Month 10 (N=136, 130)",Synflorix II Group,unique
3969,NCT00307034,4,OPA,13.800000000,0,0,9.7,19.6,"Opsono-4, Month 9 (N= 104, 114)",Synflorix I Group,unique
3970,NCT00307034,7F,OPA,844.79999999,0,0,591.4,1206.7,"Opsono-7F, Month 3 (N= 127, 131)",Synflorix I Group,unique
3971,NCT00307034,5,OPA,68.400000000,0,0,54,86.5,"Opsono-5, Month 3 (N= 132, 130)",Synflorix II Group,unique
3972,NCT00307034,23F,OPA,1233.7000000,0,0,991.7,1534.7,"Opsono-23F, Month 3 (N= 131, 129)",Synflorix II Group,unique
3973,NCT00307034,23F,OPA,190.69999999,0,0,115.2,315.6,"Opsono-23F, Month 9 (N= 112, 133)",Synflorix I Group,unique
3974,NCT00307034,1,OPA,26.5,0,0,19.8,35.4,"Opsono-1, Month 3 (N= 130, 132)",Synflorix II Group,unique
3975,NCT00307034,19F,OPA,251.30000000,0,0,193.4,326.6,"Opsono-19F, Month 10 (N=131, 129)",Synflorix I Group,unique
3976,NCT00307034,6B,OPA,56.100000000,0,0,34.9,90.4,"Opsono-6B, Month 9 (N= 121, 124)",Synflorix I Group,unique
3977,NCT00307034,7F,OPA,380.60000000,0,0,253,572.6,"Opsono-7F, Month 9 (N= 113, 126)",Synflorix II Group,unique
3978,NCT00307034,14,OPA,1125.2999999,0,0,946.2,1338.3,"Opsono-14, Month 3 (N= 132, 131)",Synflorix II Group,unique
3979,NCT00307034,4,OPA,462.60000000,0,0,410.4,521.4,"Opsono-4, Month 3 (N= 134, 132)",Synflorix I Group,unique
3980,NCT00307034,14,OPA,52.100000000,0,0,32.4,84,"Opsono-14, Month 9 (N= 102, 123)",Synflorix I Group,unique
3981,NCT00307034,7F,OPA,2176.5,0,0,1759.2,2692.7,"Opsono-7F, Month 3 (N= 127, 131)",Synflorix II Group,unique
3982,NCT00307034,5,OPA,157.19999999,0,0,123.1,200.7,"Opsono-5, Month 10 (N=133, 121)",Synflorix II Group,unique
3983,NCT00307034,18C,OPA,8.3000000000,0,0,6.5,10.7,"Opsono-18C, Month 9 (N= 122, 126)",Synflorix I Group,unique
3984,NCT00307034,7F,OPA,3290.5999999,0,0,2709.1,3996.8,"Opsono-7F, Month 10 (N=128, 109)",Synflorix II Group,unique
3985,NCT00307034,1,OPA,100.59999999,0,0,68.9,146.9,"Opsono-1, Month 10 (N=131, 126)",Synflorix II Group,unique
3986,NCT00307034,18C,OPA,56.200000000,0,0,42.9,73.7,"Opsono-18C, Month 3 (N= 134, 131)",Synflorix I Group,unique
